Nama Kapal,Eks Nama Kapal,Call Sign,Jenis Kapal,Nama Pemilik,No. Tanda Pendaftaran,Panjang,Lebar,Dalam,LOA,GT,Isi Bersih,Nomor IMO,Tahun Pembuatan
HABCO POLARIS,TRANS FRIENDSHIP II,YCVM2,Bulk Carrier,PT HABCO TRANS MARITIMA,2019 IIa No. 4069/L,169.02,28.2,14.2,177.5,19994,11158,9487055,2008.0
HABCO PIONEER,IVS SHIKRA,YCMR2,Bulk Carrier,PT HABCO TRANS MARITIMA,2019 IIa No. 3949/L,163.8,27.0,13.8,170.7,17979,10934,9370329,2004.0
HABCO CARINA,QATAR SPIRIT EKS KAVO PLATANOS,YDHC2,Bulk Carrier,PT HABCO TRANS MARITIMA,2021 Pst No. 794/L,185.65,32.26,18.0,189.99,32957,19231,9497866,2007.0
JKW MAHAKAM 7,OCEANLINE 286,YDB6793,Tug Boat,PT PELITA SAMUDERA SHIPPING,2019 IIk No. 8563/L,28.04,9.0,4.3,30.1,287,87,,
RATU MAHAKAM,,PNRQ,Crane Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6539/L,105.6,27.5,7.0,105.6,6522,1957,,
BEN GLORY,DANIEL,YBLA2,Floating Crane Barge,PT PELITA SAMUDERA SHIPPING,2007 Pst No. 4526/L,72.0,23.0,4.25,75.0,2315,695,,
STRAITS PHOENIX,,YDRN2,Barge,PT PELITA SAMUDERA SHIPPING,2009 GGa No. 6100/L,72.67,24.5,5.4,75.7,3320,996,,
JKW MAHAKAM 5,PU 2010,YDB 6699,Tug Boat,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8196/L,28.08,9.0,4.27,30.1,266,78,9512094,
JKW MAHAKAM 2,PU 2413,YDB 6693,Tug Boat,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8195/L,27.09,8.6,4.12,29.0,248,75,9512795,
JKW MAHAKAM 6,PU 2414,YDB 6697,Tug Boat,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8197/L,27.09,8.6,4.12,29.0,248,75,9512800,
DEWI IRIANA 3,PU 3309,-,Barge,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8205/L,96.27,26.16,6.1,100.05,4065,1220,-,
DEWI CITRAWATI,KARYA ENERGY - 09,YBD 6391,Tug Boat,PT PELITA SAMUDERA SHIPPING,2014 IIk No. 7025/L,23.45,7.0,3.4,24.99,162,49,8699364,
RATU DEWATA,,YBKX2,Barge,PT PELITA SAMUDERA SHIPPING,2009 Pst No. 5892/L,105.35,27.5,7.0,110.02,6404,1922,,
INTAN KELANA 20,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6146/L,87.86,24.4,5.5,91.52,3141,943,,2006.0
INTAN KELANA 19,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6145/L,87.86,24.4,5.5,91.52,3141,943,,2006.0
INTAN KELANA 18,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6197/L,87.84,24.4,5.5,87.84,3241,973,,2006.0
INTAN KELANA 17,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6196/L,87.84,24.4,5.5,87.84,3241,973,,2006.0
INTAN KELANA 16,,,Barge,PT PELITA SAMUDERA SHIPPING,2009 Pst No. 5893/L,87.78,24.38,5.49,91.46,3102,931,,2006.0
JKW PELITA 1,,YDC4332,Tug Boat,PT PELITA SAMUDERA SHIPPING,2021 Pst No. 902/L,25.01,8.2,4.0,27.0,213,64,9940722,2021.0
INTAN KELANA 12,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6195/L,87.84,24.4,5.5,87.84,3241,973,,2005.0
INTAN KELANA 8,,,Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6133/L,87.86,24.4,5.5,87.86,3141,943,,2005.0
INTAN KELANA 13,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6134/L,87.86,24.4,5.5,91.52,3141,943,,2005.0
INTAN KELANA 15,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6135/L,87.78,24.38,5.48,91.46,3092,928,,2006.0
INTAN KELANA 7,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6156/L,87.84,24.4,5.5,91.5,3241,973,,2005.0
INTAN KELANA 6,,,Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6155/L,87.84,24.4,5.5,91.5,3241,973,,2005.0
INTAN KELANA 5,,,Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6154/L,87.84,24.4,5.5,91.5,3241,973,,2005.0
INTAN KELANA 4,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6153/L,87.84,24.4,5.5,91.5,3241,973,,2005.0
INTAN KELANA 1,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2008 Pst No. 5008/L,87.78,24.38,5.49,87.78,3091,928,,2005.0
INTAN KELANA 11,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6194/L,87.84,24.4,5.5,87.84,3241,973,,2005.0
INTAN MEGAH 25,,YDA 4513,Tug Boat,PT PELITA SAMUDERA SHIPPING,2009 Pst No. 5891/L,25.75,8.6,4.3,25.75,251,76,9430088,2007.0
INTAN KELANA 10,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6143/L,87.86,24.4,5.5,91.52,3141,943,,2006.0
INTAN MEGAH 22,,YDA4555,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6152/L,26.03,8.6,4.3,28.05,267,81,9413274,2006.0
INTAN MEGAH 21,,YDA4589,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6191/L,26.03,8.6,4.3,26.03,265,80,9413262,2006.0
INTAN MEGAH 26,,YDA 4590,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6192/L,26.03,8.6,4.3,27.81,265,80,9430076,2007.0
INTAN MEGAH 20,,YDA 4571,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6142/L,27.39,9.0,4.4,28.97,262,79,9414620,2006.0
INTAN MEGAH 19,,YDA 4570,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6141/L,27.39,9.0,4.4,28.97,262,79,9414618,2006.0
INTAN MEGAH 18,,YDA 4569,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6140/L,27.39,9.0,4.4,28.97,262,79,9414606,2006.0
INTAN MEGAH 16,,YDA 4560,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6129/L,27.39,9.0,4.4,28.97,262,79,9414589,2006.0
INTAN MEGAH 15,,YDA 4558,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6128/L,27.39,9.0,4.4,27.39,262,79,9414577,2006.0
INTAN MEGAH 14,,YDA 4592,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6190/L,26.0,9.0,4.1,26.0,218,66,9386627,2005.0
INTAN MEGAH 13,,YDA 4559,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6127/L,26.0,9.0,4.3,27.59,225,68,9386615,2005.0
INTAN MEGAH 12,,YDA 4568,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6139/L,26.0,9.0,4.3,27.59,227,69,9386603,2005.0
INTAN MEGAH 10,,YDA4554,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6151/L,26.0,9.0,410.0,28.2,217,66,9386586,2005.0
INTAN MEGAH 4,,YDA 4573,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6185/L,26.03,8.6,4.3,26.03,267,81,9383742,2005.0
INTAN MEGAH 2,,YDA 4572,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6184/L,26.03,8.6,4.3,26.03,267,81,9367463,2004.0
INTAN MEGAH 7,,YDA 4579,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6186/L,26.03,8.6,4.3,26.03,267,81,9386196,2005.0
INTAN MEGAH 9,,,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6188/L,26.0,9.0,4.1,26.0,218,66,9386574,2005.0
INTAN MEGAH 6,,YDA 4553,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6150/L,26.03,8.6,4.3,28.05,267,81,9386184,2005.0
INTAN MEGAH 5,,YDA4567,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6138/L,26.03,8.6,4.3,27.81,265,80,9386172,2005.0
INTAN MEGAH 3,,YDA4556,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6126/L,26.03,8.6,4.3,27.81,265,80,9379507,2005.0
INTAN MEGAH 1,,YDA4552,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6149/L,26.03,8.6,4.3,28.05,267,81,9367451,2004.0
KKL 03,,YDB4510,Tug Boat,PT PELITA SAMUDERA SHIPPING,2014 HHa No. 3414/L,24.62,8.0,3.5,26.0,189,57,8695368,2013.0
DEWI CITRAWATI II,,YDB6730,Tug Boat,PT PELITA SAMUDERA SHIPPING,2018 IIk No. 8294/L,26.3,8.6,4.1,28.0,234,71,,2013.0
TUNGGADEWI I,RHYMAN 19,,Barge,PT PELITA SAMUDERA SHIPPING,2012 Ba No. 3027/L,79.01,21.34,4.88,82.3,2146,644,,
DEWI IRIANA 8,MARINE POWER 3015,,Barge,PT PELITA SAMUDERA SHIPPING,2008 GGa No. 6007/L,96.56,25.6,6.1,100.58,3874,1163,,
JKW MAHAKAM 10,BIAK 20,YDB6367,Tug Boat,PT PELITA SAMUDERA SHIPPING,2014 IIk No. 7042/L,27.26,9.0,3.93,29.75,249,75,8693841,
BRAWIDJAYA I,RHYMAN 16,YDA6905,Tug Boat,PT PELITA SAMUDERA SHIPPING,2012 IIk No. 5993/L,23.77,7.25,3.3,23.8,166,50,,
DEWI IRIANA 10,,,Barge,PT PELITA SAMUDERA SHIPPING,2019 IIk No. 8925/L,96.56,27.43,6.4,100.58,4256,1277,,
DEWI IRIANA 9,,,Barge,PT PELITA SAMUDERA SHIPPING,2019 IIk No. 8883/L,96.56,27.43,6.1,100.58,4259,1278,,
HARLINA 128,,YDB4460,Tug Boat,PT PELITA SAMUDERA SHIPPING,2013 Ba No. 3615/L,26.83,8.2,3.6,29.02,208,63,8776409,
HARLINA 119,,YDB4373,Tug Boat,PT PELITA SAMUDERA SHIPPING,2013 Ba No. 3484/L,25.26,7.5,3.6,27.04,189,57,8773017,
DEWI TABONEO,SOEKAWATI 368,,Barge,PT PELITA SAMUDERA SHIPPING,2012 Ba No. 3181/L,87.84,24.4,5.5,91.5,3093,928,,
DEWI FATMAWATI,SOEKAWATI 369,,Barge,PT PELITA SAMUDERA SHIPPING,2012 Ba No. 3182/L,87.84,24.4,5.5,91.5,3146,944,,
JKW MAHAKAM 8,MARINA 28,YD3769,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 GGa No.6495/L,27.36,8.0,3.7,29.0,222,67,,2010.0
INTAN KELANA 26,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6200/L,87.84,24.4,5.5,87.84,3241,973,,2006.0
INTAN KELANA 27,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6201/L,87.84,24.4,5.5,87.84,3241,973,,2006.0
INTAN KELANA 25,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6137/L,87.86,24.4,5.5,91.52,3141,943,,2006.0
INTAN KELANA 24,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6147/L,87.86,24.4,5.5,91.52,3141,943,,2007.0
INTAN KELANA 23,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6136/L,87.86,24.4,5.5,91.52,3141,943,,2006.0
INTAN KELANA 22,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6199/L,87.86,24.4,5.5,87.86,3220,966,,2006.0
INTAN KELANA 21,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6198/L,87.86,24.4,5.5,87.86,3220,966,,2006.0
INTAN KELANA 28,,,Deck Barge,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6148/L,87.86,24.4,5.5,91.52,3141,943,,2007.0
INTAN MEGAH 17,,YDA 4557,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6130/L,27.39,9.0,4.4,27.39,262,79,9414591,2006.0
INTAN MEGAH 8,,YDA 4574,Tug Boat,PT PELITA SAMUDERA SHIPPING,2010 Pst No. 6187/L,26.03,8.6,4.3,26.03,267,81,9386201,2005.0
JKW MAHAKAM 3,PU 2417,YDB 6694,Tug Boat,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8199/L,28.2,9.0,4.3,30.0,275,83,9570527,2008.0
JKW MAHAKAM 1,PU 2009,YDB 6696,Tug Boat,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8198/L,28.05,9.0,4.27,30.1,280,84,9563093,2008.0
DEWI IRIANA 5,PU 3311,-,Barge,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8206/L,96.0,26.16,6.1,100.5,3987,1197,-,2008.0
DEWI IRIANA 2,PU 3315,-,Barge,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8204/L,96.0,26.16,6.1,100.05,3987,1197,-,2008.0
DEWI IRIANA 6,PU 3312,-,Barge,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8203/L,96.0,26.16,6.1,100.05,3987,1197,-,2008.0
DEWI IRIANA 1,PU 3314,-,Barge,PT PELITA SAMUDERA SHIPPING,2017 IIk No. 8202/L,96.0,26.16,6.1,100.05,3987,1197,-,2008.0
QUEEN 202,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2010 Ka No. 4198/L,87.84,24.4,5.5,91.5,3144,944,,2004.0
ANGELINE 219-05,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2014 IIa No.3630/L,87.78,24.38,5.49,91.44,3103,931,,2014.0
MICHELLE 219-06,,YDB6542,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2015 IIa No.3658/L,24.97,8.2,4.0,27.0,207,63,8782173,2011.0
ENTEBE MEGASTAR 72,,YDA4842,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2011 Pst No. 6890/L,27.93,8.6,4.12,30.0,271,82,,2010.0
ANGELINE 219-08,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2015 IIa No.3678/L,87.78,24.38,5.49,91.44,3036,911,,2014.0
ANGELINE 219-06,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2014 IIa No.3637/L,87.78,24.38,5.49,91.44,3103,931,,2014.0
ANGELINE 219-07,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2015 IIa No.3680/L,87.78,24.38,5.49,91.44,3036,911,,2014.0
MICHELLE 219-07,,YDB 6578,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2015 IIa No.3681/L,24.15,8.0,3.65,26.0,197,60,,2013.0
MICHELLE 219-08,,YDB6579,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2015 IIa No. 3679/L,24.15,8.0,3.65,26.0,197,60,9777010,2013.0
MICHELLE 219-05,,YDB6535,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2014 IIa No.3657/L,24.97,8.2,4.0,27.0,207,63,8782109,2011.0
FINACIA 200,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2020 PPm No. 5860/L,87.78,25.6,6.1,91.44,3619,1086,,2020.0
FINACIA 201,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2020 PPm No. 5861/L,87.78,25.6,6.1,91.44,3619,1086,,2020.0
ENTEBE MEGASTAR 66,,YDA 4607,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 Pst No. 6264/L,26.98,8.6,4.2,29.0,261,79,,2009.0
ENTEBE MEGA STAR 65,,YDA 4606,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 Pst No. 6263/L,26.98,8.6,4.2,29.0,261,79,,2008.0
ENTEBE POWER 8,,YDA 6552,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 IIk No. 5078/L,26.23,8.1,3.6,27.76,207,63,9613044,2008.0
ENTEBE POWER 9,,YDA 6517,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 IIk No. 5027/L,26.23,8.1,3.6,27.76,209,63,8743634,2008.0
ENTEBE MEGASTAR 56,,YDA 6275,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2009 IIa No. 2825/L,28.96,9.0,4.3,31.0,288,87,9422469,2006.0
MEGA POWER 25,,YDB 6070,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 IIk No. 6317/L,27.98,8.6,3.7,29.97,248,75,8681135,2012.0
MEGA POWER 28,,YDB 6072,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 IIk No. 6398/L,28.38,8.6,3.7,29.99,245,74,8682878,2012.0
MEGA POWER 26,,YDB 6071,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 IIk No. 6397/L,28.38,8.6,3.7,29.99,245,74,8681161,2012.0
BAHTERA 3006,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2018 PPm No. 4891/L,87.78,25.6,5.49,91.44,3245,974,,2018.0
BAHTERA 3005,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2018 PPm No. 4890/L,87.78,25.6,5.49,91.44,3245,974,,2018.0
BAHTERA 3003,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2018 PPm No. 4889/L,87.78,25.6,5.49,91.44,3245,974,,2018.0
CELEBES SEJATI 01,,YDC4008,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2018 Pst No. 9942/L,27.14,9.0,4.0,29.0,289,87,,2017.0
BAHTERA 3002,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2018 PPm No. 4892/L,87.78,25.6,5.49,91.44,3245,974,,2018.0
BAHTERA 3001,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2018 PPm No. 4888/L,87.78,25.6,5.49,91.44,3245,974,,2018.0
TEBAR,TS ADVANCE,YDB4146,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 Pst No. 7501/L,27.44,9.0,4.16,29.5,251,76,9614452,2009.0
BORNEO SEJATI 01,,YDB4979,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2018 Pst No. 9803/L,24.07,8.0,3.65,26.0,199,60,,2017.0
MEGA POWER 16,,YD 5170,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 Ka No. 4946/L,27.7,8.6,4.5,30.0,279,84,,2011.0
MEGA POWER 15,,YD 5169,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 Ka No. 4945/L,27.7,8.6,4.5,30.0,279,84,8677328,2011.0
MAY 202,,YD 5149,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 Ka No. 4197/L,26.88,8.6,4.11,29.0,229,69,9336115,
BEKIL,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2010 Pst No. 6109/L,106.8,28.04,6.93,106.8,5340,1602,,
BAWAL,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2009 Pst No. 5970/L,106.8,28.04,6.93,111.25,5340,1603,,
TANDUR,TS ADVENTURE,YDB 4145,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 Pst No. 7502/L,27.44,9.0,4.16,29.5,251,76,9614464,
FINACIA 92,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2012 IIa No. 3276/L,87.78,24.4,5.5,91.44,3104,932,,
MEGA POWER 19,,YD 5180,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2012 Ka No. 5139/L,27.7,8.6,4.5,30.0,279,84,8681850,
SS 2502,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2011 PPm No. 2016/L,73.15,21.34,4.88,76.2,1900,570,,
SEGARA SEJATI 3,HSJ,YDA6650,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2011 IIk No. 5440/L,26.9,8.2,3.65,28.24,223,67,,
FINACIA 72,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2010 IIa No. 2978/L,96.62,27.45,6.41,100.65,4272,1282,,
FINACIA 73,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2010 IIa No. 3034/L,96.62,27.45,6.41,100.65,4272,1282,,
ENTEBE POWER 1,,YDA6265,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2009 IIa No. 2823/L,22.08,7.32,3.1,23.5,131,40,9382401,2005.0
FINACIA 81,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2011 PPm No. 1735/L,87.84,24.38,5.49,91.5,3031,910,,2010.0
FINACIA 82,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2011 PPm No. 1591/L,87.84,24.38,5.49,91.5,3031,910,,2010.0
FINACIA 85,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2011 PPm No. 1736/L,87.84,24.38,5.49,91.5,3031,910,,2010.0
FINACIA 83,,,Deck Barge,PT MITRABAHTERA SEGARA SEJATI,2011 PPm No. 1638/L,87.84,24.38,5.49,91.5,3031,910,,2010.0
ENTEBE STAR 61,,YDA6499,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 IIa No. 3017/L,27.05,8.6,4.11,29.0,228,69,9468011,2007.0
MEGA POWER 12,,YDA6786,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2011 IIk No. 5613/L,27.39,8.6,4.05,29.35,243,73,8681240,2010.0
SURYA SEGARA,,YD8033,Tug Boat,PT MITRABAHTERA SEGARA SEJATI,2010 KKb No. 985/L,26.51,8.2,3.3,28.7,193,58,,2009.0
FINACIA 69,,,Barge,PT MITRABAHTERA SEGARA SEJATI,2010 IIa No. 3020/L,87.84,24.4,5.5,91.5,3141,943,,2007.0
